Experiment,Genotype,AllReversals_Length,AllReversals_Speed,AllReversals_Duration,ReversalOmegas_Length,ReversalOmegas_Speed,ReversalOmegas_Duration,PureReversals_Length,PureReversals_Speed,PureReversals_Duration,ForwardRuns_Speed,ForwardRuns_Duration,EventsPerAnimalPerMin_AllReversals,EventsPerAnimalPerMin_ReversalOmegas,EventsPerAnimalPerMin_PureReversals,EventsPerAnimalPerMin_LongReversals,EventsPerAnimalPerMin_ShortReversals,EventsPerAnimalPerMin_ForwardRuns,EventsPerAnimalPerMin_Pauses
chronic_histamine_treatment,RIMHisCl_NOhis_recovered,0.143175736069679,0.0910660773515701,2.66665649414062,0.143175736069679,0.0910660773515701,2.66665649414062,0.390405923128128,0.142554402351379,2.66668701171875,0.208568781614304,8.99998474121094,1.6,1,0.4,0.8,0.8,1.6,0.2
,,1.4107608795166,0.162336736917496,8.66667175292969,1.63758099079132,0.156640350818634,11,0.190401405096054,0.158199727535248,1,0.169339209794998,4.66667175292969,1.6,0.6,0.2,1.4,0.2,2.2,0.6
,,0.390405923128128,0.142554402351379,2.66668701171875,0.905112028121948,0.154132634401321,6.33332824707031,0.234724581241608,0.192589640617371,1,0.142822250723839,15.6666564941406,2.4,0,1.4,1.2,1.2,2.8,1
,,0.905112028121948,0.154132634401321,6.33332824707031,0.356586933135986,0.135535851120949,3,0.317822754383087,0.0660245195031166,3.66668701171875,0.146190941333771,20.6666870117188,1.2,0.6,0.6,0.4,0.8,2,0.4
,,0.548654854297638,0.131631970405579,4.66668701171875,0.104114085435867,0.064506508409977,5,0.162037581205368,0.0242177452892065,5.33334350585938,0.164519265294075,21.6666564941406,1,0.8,0,0.6,0.4,2.4,0.8
,,1.41110444068909,0.200687408447266,7.33332824707031,0.212304726243019,0.0649615377187729,3.66667175292969,0.596935272216797,0.123137831687927,11,0.125308528542519,120.666656494141,1.6,0.8,0.4,1,0.6,2.6,0.4
,,0.234724581241608,0.192589640617371,1,0.206794187426567,0.0375935174524784,5.33334350585938,0.139106661081314,0.0642540752887726,2,0.140599459409714,16.3333435058594,2.4,0.4,1.6,0.8,1.6,2.6,0.4
,,0.104114085435867,0.064506508409977,5,0.492442607879639,0.110345579683781,4,1.17354071140289,0.144739031791687,10,0.106900811195374,21.3333129882812,1,0.8,0,1,0,1.8,1
,,0.317822754383087,0.0660245195031166,3.66668701171875,0.213008165359497,0.0862032175064087,2.33334350585938,0.313874542713165,0.102763205766678,3.66668701171875,0.0575997531414032,2,0.2,0,0.2,0,0.2,5.4,5.6
,,0.162037581205368,0.0242177452892065,5.33334350585938,0.487216711044312,0.085219994187355,5.66668701171875,0.249876260757446,0.104196816682816,3.66667175292969,0.0466092303395271,8,1.6,1,0.6,1,0.6,3.8,2
,,0.212304726243019,0.0649615377187729,3.66667175292969,0.938647150993347,0.192063212394714,5,0.250468611717224,0.194507241249084,1,0.125645399093628,43.6666717529297,0.6,0.2,0,0.4,0.2,2.6,0.6
,,0.753393471240997,0.137700140476227,4.66665649414062,1.56592416763306,0.198277413845062,7.33334350585938,0.32722082734108,0.106062278151512,2.66665649414062,0.0170667394995689,35.6666564941406,2.8,1.8,0.2,1.2,1.6,2.8,0.2
,,0.492442607879639,0.110345579683781,4,0.564717948436737,0.0906519815325737,8.33331298828125,0.444137901067734,0.119975216686726,4.66665649414062,0.140225321054459,7,0.6,0.2,0.4,0,0.6,2.2,0
,,0.213008165359497,0.0862032175064087,2.33334350585938,0.066815622150898,0.0784806460142136,1.33331298828125,0.668153941631317,0.149999409914017,5,0.159172266721725,8.66667175292969,0,0,0,0,0,0.2,0
,,0.487216711044312,0.085219994187355,5.66668701171875,0.528959333896637,0.110380917787552,4,0.0537823848426342,0.0789699256420135,2,0.156155586242676,15.3333129882812,0.8,0.6,0.2,0.6,0.2,1.2,0.4
,,0.596935272216797,0.123137831687927,11,1.13308238983154,0.236742973327637,4.66667175292969,0.0972128808498383,0.0851392298936844,5.33332824707031,0.200860977172852,20.6666564941406,2.2,2,0.2,2.2,0.2,3,1
,,0.938647150993347,0.192063212394714,5,0.0391815192997456,0.0469969436526299,2,0.292020708322525,0.0896091759204865,2.66665649414062,0.103567913174629,8.66667175292969,2.6,0.6,1.4,1.2,1.4,3,0.8
,,0.139106661081314,0.0642540752887726,2,0.740173518657684,0.18171651661396,3.66667175292969,0.128270998597145,0.0586638525128365,2.66668701171875,0.163037061691284,8.66667175292969,3,1,1.4,1.4,1.6,3.4,1.4
,,1.17354071140289,0.144739031791687,10,0.219740465283394,0.0369139239192009,6.33334350585938,0.436587661504745,0.155834972858429,3.33331298828125,0.0844478011131287,6.66668701171875,2.2,1.2,0.6,2,0.2,4,1
,,0.313874542713165,0.102763205766678,3.66668701171875,0.597481429576874,0.121445164084435,5.33332824707031,0.271598666906357,0.0982393622398376,4,0.0451813749969006,2.33334350585938,0,0,0,0,0,2.4,2.4
,,0.249876260757446,0.104196816682816,3.66667175292969,1.12187123298645,0.184496492147446,7.33332824707031,0.356971800327301,0.112862646579742,2.66668701171875,0.124060302972794,6.66665649414062,2.2,1.4,0.6,1,1.2,3.6,1.2
,,1.28770577907562,0.174870610237122,7.66665649414062,1.20531713962555,0.192442625761032,7.33334350585938,0.22358050942421,0.0849046260118484,2,0.135072231292725,12.6666717529297,2.8,1.2,0.6,1,1.8,2.6,0.8
,,0.564717948436737,0.0906519815325737,8.33331298828125,0.170290410518646,0.0595625676214695,6.33334350585938,0.984508395195007,0.21195313334465,5.33332824707031,0.168245270848274,9,2.4,1.4,0.2,1.6,0.8,2.8,1.6
,,0.066815622150898,0.0784806460142136,1.33331298828125,0.476107507944107,0.140082478523254,5.33332824707031,0.0981298834085464,0.093205951154232,3,0.110927015542984,9,1.2,0,0.2,0.8,0.4,2.4,0
,,1.10817015171051,0.177743554115295,6,1.28509068489075,0.198889076709747,6.33331298828125,0.614828288555145,0.0694355964660645,8.33334350585938,0.162797689437866,2.66665649414062,2,1,0.4,1.6,0.6,2.2,0.4
,,0.141247019171715,0.0871400162577629,3,0.617939472198486,0.052086129784584,9.33334350585938,0.133876621723175,0.0802019387483597,1.33334350585938,0.0841165110468864,37.3333435058594,1.8,0.8,0.2,1,0.8,4.4,3.2
,,0.108482494950294,0.0643057227134705,2.66667175292969,0.345467776060104,0.09356789290905,3.66665649414062,0.161399856209755,0.115296259522438,1,0.135489255189896,79.3333435058594,1.6,1,0.6,1,0.8,2.2,1.2
,,0.528959333896637,0.110380917787552,4,0.662429928779602,0.171923488378525,3.66668701171875,0.216360345482826,0.184265673160553,2.66667175292969,0.146758571267128,22.6666564941406,3.4,1,2.4,1.8,1.6,3.4,1.2
,,0.668153941631317,0.149999409914017,5,1.15128707885742,0.184783160686493,6,0.0870613157749176,0.0318495817482471,4.66667175292969,0.170169502496719,12.6666564941406,2.4,1,1,1.6,1,3.2,1.2
,,1.51462244987488,0.19730943441391,7.66667175292969,0.86542010307312,0.161480039358139,5.66665649414062,1.20307564735413,0.242673575878143,5.66667175292969,0.154165416955948,16.3333435058594,2.4,0.4,1.2,0.8,2,10,9.2
,,0.0972128808498383,0.0851392298936844,5.33332824707031,0.537251353263855,0.140431225299835,4.33331298828125,0.94084095954895,0.184708684682846,2.33334350585938,0.16275942325592,12.6666717529297,2.4,0.8,1.2,1,1.4,9.4,8.2
