Experiment,Genotype,AllReversals_Length,AllReversals_Speed,AllReversals_Duration,ReversalOmegas_Length,ReversalOmegas_Speed,ReversalOmegas_Duration,PureReversals_Length,PureReversals_Speed,PureReversals_Duration,ForwardRuns_Speed,ForwardRuns_Duration,EventsPerAnimalPerMin_AllReversals,EventsPerAnimalPerMin_ReversalOmegas,EventsPerAnimalPerMin_PureReversals,EventsPerAnimalPerMin_LongReversals,EventsPerAnimalPerMin_ShortReversals,EventsPerAnimalPerMin_ForwardRuns,EventsPerAnimalPerMin_Pauses
gluKOtdc1,gluKO,0.835777640342712,0.189746528863907,3.66667175292969,0.835777640342712,0.189746528863907,3.66667175292969,0.171285197138786,0.111571095883846,3,0.289383053779602,3.33334350585938,0.8,0.6,0.4,0.4,0.6,1.6,0.4
,,1.51770329475403,0.234705120325089,6.66665649414062,1.51770329475403,0.234705120325089,6.66665649414062,0.240901216864586,0.176133781671524,1,0.171311572194099,2.66665649414062,1.6,1.4,0,1.2,0.4,3.8,0
,,0.217432081699371,0.113168865442276,2.33332824707031,0.217432081699371,0.113168865442276,2.33332824707031,0.252950489521027,0.13887545466423,2.33334350585938,0.140670001506805,2.66665649414062,2,1,0.6,1.4,0.6,3.8,0.4
,,0.171285197138786,0.111571095883846,3,1.00738477706909,0.23353622853756,4,0.269594341516495,0.0995792001485825,2.33334350585938,0.180003494024277,5,0,0,0,0,0,5.6,0.2
,,0.240901216864586,0.176133781671524,1,0.220598340034485,0.0684209614992142,3,1.43659317493439,0.244669735431671,16.6666564941406,0.204913139343262,23.3333435058594,3.2,1.4,1.6,1.8,1.8,3.6,0.4
,,1.00738477706909,0.23353622853756,4,0.10089872777462,0.0860511809587479,3,0.347260355949402,0.111850172281265,3,0.178027153015137,13.3333435058594,0.8,0.4,0.4,0.2,0.6,1.2,0
,,0.220598340034485,0.0684209614992142,3,1.11932694911957,0.179035350680351,5.66667175292969,0.396189868450165,0.137786492705345,2.33332824707031,0.284183084964752,31.6666717529297,1.2,0.6,0.8,1,0.6,3.8,1.6
,,0.252950489521027,0.13887545466423,2.33334350585938,0.562628626823425,0.166566997766495,3.33334350585938,0.281890869140625,0.260446131229401,1,0.117670387029648,36.3333435058594,0.6,0.6,0.2,0.4,0.4,3.4,0.2
,,0.10089872777462,0.0860511809587479,3,0.646474361419678,0.18237791955471,3,0.910582065582275,0.23503340780735,4,0.154779180884361,4.33331298828125,0.8,0.4,0.2,0.2,0.6,1.4,0.2
,,1.11932694911957,0.179035350680351,5.66667175292969,0.922565460205078,0.226516246795654,4,0.613538801670074,0.15123787522316,4.33334350585938,0.142705738544464,26.6666870117188,0.8,1,0,0.6,0.4,0.8,0
,,0.269594341516495,0.0995792001485825,2.33334350585938,0.536282241344452,0.231089100241661,2,0.713307559490204,0.237970888614655,2.66667175292969,0.270498692989349,13,1.2,1,0.2,1,0.2,1.4,0
,,0.562628626823425,0.166566997766495,3.33334350585938,1.29607701301575,0.27044340968132,5,0.191002771258354,0.141616180539131,1,0.0943381041288376,8,2,1,1.2,1,1.4,2.6,0.8
,,1.43659317493439,0.244669735431671,16.6666564941406,2.13137483596802,0.298423558473587,7.66665649414062,0.302755326032639,0.221139550209045,1,0.265089780092239,4.33332824707031,3,1.4,1.4,1.8,1.4,3.2,0.2
,,0.646474361419678,0.18237791955471,3,1.18039071559906,0.301741003990173,4,0.0905047878623009,0.0901479423046112,1.33334350585938,0.176281332969666,7.33334350585938,0,0,0,0,0,7,0.2
,,0.922565460205078,0.226516246795654,4,0.622062921524048,0.176222741603851,3,0.81317013502121,0.181592792272568,4.33334350585938,0.279860556125641,12.3333435058594,1.4,0.6,1,1.2,0.4,3.2,0
,,0.536282241344452,0.231089100241661,2,0.689978837966919,0.199677348136902,3.33334350585938,0.227301731705666,0.230114251375198,1,0.2746821641922,5.33331298828125,2.2,1,0.8,1.4,0.8,2.8,0.2
,,0.347260355949402,0.111850172281265,3,1.16592955589294,0.286197781562805,4.33332824707031,0.157122910022736,0.0620000958442688,1.33332824707031,0.218415096402168,4,1.2,0.6,0.4,0.8,0.4,3.2,0.2
,,0.396189868450165,0.137786492705345,2.33332824707031,0.340613812208176,0.125825136899948,4.33332824707031,0.377660691738129,0.133189171552658,2,0.340448528528214,24.6666564941406,2,1,1,2,0.4,3,0.2
,,0.685205698013306,0.193113029003143,4,0.779494524002075,0.123979635536671,5.66665649414062,0.229302734136581,0.114390581846237,3,0.288204818964005,5,2.4,0.6,0.8,1.2,1.2,2.6,0
,,1.29607701301575,0.27044340968132,5,0.840051352977753,0.212282463908195,3.66665649414062,0.198675036430359,0.0835152119398117,3,0.195199489593506,2.33332824707031,3.2,1.2,1,1.8,1.6,3,1
,,2.13137483596802,0.298423558473587,7.66665649414062,0.744150817394257,0.186014294624329,4,0.260273873806,0.201741456985474,1,0.173819959163666,3.66665649414062,2,0.8,0.6,1.2,0.8,2.2,0.4
,,1.18039071559906,0.301741003990173,4,1.59456431865692,0.250855207443237,5.66665649414062,0.0942642688751221,0.129406839609146,2.66668701171875,0.285453200340271,3.33334350585938,0.4,0.2,0.2,0.6,0,2,0
,,0.910582065582275,0.23503340780735,4,1.16092026233673,0.21768981218338,5,0.262584060430527,0.108639784157276,1.66665649414062,0.322913885116577,11.6666564941406,0.8,0.4,0.2,0.8,0,3.4,0.4
,,0.613538801670074,0.15123787522316,4.33334350585938,1.67866516113281,0.280861139297485,6,0.319770008325577,0.164363130927086,1.66665649414062,0.311133444309235,39,1.6,0.6,0.4,1.2,0.4,2.4,0
